CODINST;NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMLECTURACRITICA;PROMMATEMATICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMINGLES;DESVLECTURACRITICA;DESVMATEMATICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVINGLES;PERIODO
105767;LICEO MIXTO LA MILAGROSA;76001;CALI;VALLE;A;NO OFICIAL;COMPLETA;24;53,5;52,29;52,83;56;55,66;6,89;9,9;9,36;6,69;9,56;20162
105775;COLEGIO LA PROVIDENCIA - SEDE PRINCIPAL;76001;CALI;VALLE;A;NO OFICIAL;MANANA;20;58,3;61,4;57,4;58,8;67,95;6,28;6,28;5,28;7,65;8,82;20162
105783;COL MIX PEDRO MORALES PINO;76001;CALI;VALLE;A;NO OFICIAL;TARDE;18;50,94;49,88;50,94;51,5;48,94;8,52;8,56;8,96;7,64;6,31;20162
105791;COLEGIO  NUESTRA  SE�ORA  DE  LA PROVIDENCIA;76001;CALI;VALLE;A;NO OFICIAL;TARDE;30;51,06;45,06;43,93;49,1;48,4;8,36;10,7;9,09;8,72;8,37;20162
105809;INST TEC COMERCIAL INSTECOM;76248;EL CERRITO;VALLE;A;NO OFICIAL;FIN DE SEMANA;41;45,14;42,19;42,48;45,34;44,6;6,15;6,79;6,6;8,43;7,55;20162
105825;LICEO FARALLONES DEL NORTE;76001;CALI;VALLE;A;NO OFICIAL;MANANA;33;51,09;49,9;49,87;53,9;50,96;8,53;9,48;9,87;9,22;10,67;20162
105833;INSTITUCION EDUCATIVA MONTEBELLO - SEDE PRINCIPAL;76001;CALI;VALLE;A;OFICIAL;MANANA;54;50,66;48,81;47,27;49,48;49,03;9,13;10,34;7,42;8,35;9,29;20162
105841;JOSE MARIA CABAL;76109;BUENAVENTURA;VALLE;A;OFICIAL;TARDE;63;46,07;43,33;43,06;44,39;45,2;8,58;11,19;9,57;9,76;10,33;20162
105858;REPUBLICA DE VENEZUELA;76109;BUENAVENTURA;VALLE;A;OFICIAL;MANANA;32;49,12;41,34;43,65;46,53;46,28;6,83;9,35;9,48;7,7;6,19;20162
105866;GRANADINOS;76109;BUENAVENTURA;VALLE;A;OFICIAL;FIN DE SEMANA;15;37,46;33,8;35,93;38;41,13;6,54;6,04;6,44;7,54;5,74;20162
105874;ROSA ZARATE DE PE�A;76892;YUMBO;VALLE;A;OFICIAL;MANANA;31;51,19;48,41;49,06;51,54;51,35;6,87;9,73;7,96;7,8;6,78;20162
105882;INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA;76001;CALI;VALLE;A;OFICIAL;NOCTURNA;42;44,61;38,4;41,83;44,5;45,88;9,21;10,5;10,77;7,97;9,12;20162
105908;COL SENDEROS DE PAZ;76001;CALI;VALLE;A;NO OFICIAL;NOCTURNA;12;49,33;46,75;46,33;51;45,91;7,35;7,84;9,37;6,03;5,79;20162
105940;SEDE PRINCIPAL AGUACLARA;76834;TULUA;VALLE;A;OFICIAL;MANANA;92;53,29;49,17;49,83;52,15;50,07;9,65;10,77;9,67;8,6;10,45;20162
105957;SEDE PRINCIPAL  TRES ESQUINAS;76834;TULUA;VALLE;A;OFICIAL;MANANA;22;46,68;43,27;43,22;47,9;47,31;7,19;9,63;7,37;7,94;8,74;20162
105965;COL BASIS;76520;PALMIRA;VALLE;O;NO OFICIAL;MANANA;19;50,31;47,68;46,1;48,15;50,89;7,84;7,49;9,59;7,5;11,1;20162
105981;LICEO CIUDAD DE SANTANDER;19698;SANTANDER DE QUILICHAO;CAUCA;A;NO OFICIAL;TARDE;12;58,5;58,41;58,41;60,08;62,08;6,82;10,27;7,92;9,05;12,03;20162
106005;MANUEL DOLORES MONDRAGON;76100;BOLIVAR;VALLE;A;OFICIAL;MANANA;24;51,87;51,29;49,2;55,33;50,08;9,66;10,69;9,64;6,47;10,26;20162
106021;INSTITUTO EDUCATIVO ALFA;76001;CALI;VALLE;A;NO OFICIAL;COMPLETA;13;47,84;45,53;44;49;45,46;8,61;8,33;7,4;7,11;8,27;20162
106039;COL CENTRAL MADRID;76001;CALI;VALLE;A;NO OFICIAL;TARDE;10;53,9;48,5;51,4;49,3;52,3;11,04;8,54;11,09;12,36;9,03;20162
106054;COLEGIO MIXTO LUZ Y VIDA;76001;CALI;VALLE;A;NO OFICIAL;MANANA;25;47,32;41,56;43,24;47,36;45,16;7,69;8,67;8,37;6,18;8,44;20162
106062;COLEGIO LITORAL PACIFICO;76001;CALI;VALLE;A;NO OFICIAL;MANANA;7;43,14;42;42,57;46,42;49,14;7,98;10,58;10,7;9,14;5,89;20162
106088;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS - SEDE PRINCIPAL;76001;CALI;VALLE;A;OFICIAL;MANANA;139;54,3;51,01;52,11;53,35;54,51;8,57;9,03;8,66;8,08;9,85;20162
106096;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS - SEDE PRINCIPAL;76001;CALI;VALLE;A;OFICIAL;TARDE;54;54,12;51,38;50,75;51,75;53,75;10,19;10,49;9,6;9,59;9,75;20162
106104;JOSE RAMON BEJARANO;76109;BUENAVENTURA;VALLE;A;OFICIAL;MANANA;43;52,46;49,18;47,46;48,86;52;8,63;9,45;10,05;8,87;9,6;20162
106112;COL COMPUSOCIAL;5001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;FIN DE SEMANA;284;47,43;42,87;44,72;44,89;45,39;8,2;9,75;9,37;7,9;9,09;20162
106138;COL  FE Y ALEGRIA ABRAHAM REYES;5088;BELLO;ANTIOQUIA;A;OFICIAL;NOCTURNA;23;44;40,43;43,69;41,34;41,73;7,22;9,45;8,35;8,75;7,38;20162
106153;CENTRO EDUCATIVOS POR CICLOS PARA ADULTOS EL TAMBO CEDCAT;19256;EL TAMBO;CAUCA;A;NO OFICIAL;FIN DE SEMANA;5;42,4;44,6;44,6;48,4;44;7,23;6,54;7,6;6,38;9,97;20162
106195;COL REMBRANDTCOL REMBRANT;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;FIN DE SEMANA;24;48,54;45,2;47,58;50,2;50,83;7,02;9,79;8,21;6,97;8,98;20162
106252;POLITECNICA COLOMBIANA (ANTES ESCUELA COLOMBIANA DE SISTEMAS)  - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;MANANA;16;46,43;46;44,81;46,75;46;10,92;12,72;10,65;8,53;9,4;20162
106278;CENT EDUC GONZALO JIMENEZ DE QUESADA EDUCACION NO FORMAL;25386;LA MESA;CUNDINAMARCA;A;NO OFICIAL;FIN DE SEMANA;7;44,14;36,57;44,14;48,71;44,14;4,98;8,71;4,41;7,95;8,82;20162
106294;COLEGIO DEPTAL FRANCISCO JULIAN OLAYA;25386;LA MESA;CUNDINAMARCA;A;OFICIAL;NOCTURNA;4;57,75;57,5;57,5;50;53,75;4,27;6,45;6,13;10,42;7,58;20162
106351;COL SAGRADO CORAZON DE JESUS;13430;MAGANGUE;BOLIVAR;A;NO OFICIAL;FIN DE SEMANA;24;45,12;39,29;41,33;42,29;39,2;5,72;8,16;6,88;7,32;10,33;20162
106369;COLEGIO PARROQUIAL SAN FRANCISCO JAVIER;76001;CALI;VALLE;A;NO OFICIAL;MANANA;32;59,09;57,68;57,21;58,59;59,18;7,5;9,1;7,53;6,18;8,47;20162
106385;CENT EDUC COMUNIT OMAR TORRIJOS;76001;CALI;VALLE;A;NO OFICIAL;TARDE;21;53,47;49,19;49,9;49,38;49,04;8,06;7,33;9,01;7,48;7,77;20162
106393;COLEGIO POLITECNICO SIGLO XXI;76001;CALI;VALLE;A;NO OFICIAL;MANANA;42;50,45;46,76;48,59;49,92;49,28;8,22;9,39;9,04;8,48;8,81;20162
106401;INST COMERCIAL  INDUSTRIAL Y TECNOL�GICO ICIT;76001;CALI;VALLE;A;NO OFICIAL;MANANA;34;63,85;61,41;62,52;62,64;61,61;7,86;9,49;9,01;6,97;10,97;20162
106419;FUNDACION COMUNITARIA MANUELA BELTRAN FUCOMABE;76001;CALI;VALLE;A;NO OFICIAL;TARDE;3;55;41;40;40,66;41;10,58;7,54;8,71;6,11;8;20162
106427;86/02 INSTITUCION EDUCATIVA LA LEONERA  ITA FARALLONES;76001;CALI;VALLE;A;OFICIAL;MANANA;14;55,85;55,71;53,78;56,07;53,78;8,69;7,54;8,11;6,29;9,03;20162
106435;LICEO REPUBLICA DE COLOMBIA;50001;VILLAVICENCIO;META;A;NO OFICIAL;MANANA;82;48,19;46,75;46,04;47,36;47,62;7,84;8,85;7,63;7,32;8,76;20162
106443;INSTITUCION EDUCATIVA INMACULADA CONCEPCION DE TALLAMBI;52227;CUMBAL;NARI�O;A;OFICIAL;MANANA;11;47,81;41,09;43,63;47,18;51,36;7,26;9,59;6,37;6,22;9,61;20162
106450;INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA;52110;BUESACO;NARI�O;A;OFICIAL;MANANA;13;50,46;50,84;46,92;54,15;46,76;7,26;9,98;8,11;7,48;7,74;20162
106468;I.E.M. SANTA B�RBARA - SEDE PRINCIPAL;52001;PASTO;NARI�O;A;OFICIAL;MANANA;32;53;52,34;51,56;54,93;54,81;8,45;9,67;9,28;7,57;8,28;20162
106484;INSTITUCION EDUCATIVA AGROPECUARIA LA ESPERANZA;52083;BELEN;NARI�O;A;OFICIAL;MANANA;20;53,7;53,55;53,2;50,95;51;11,49;15,39;11,4;11,57;9,36;20162
106492;INSTITUCION EDUCATIVA CHAPACUAL;52885;YACUANQUER;NARI�O;A;OFICIAL;MANANA;14;52,28;49,5;50,14;51,28;48,42;6,84;10,59;8,76;7,21;8,64;20162
106500;INSTITUCION EDUCATIVA SAN FCO. DE ASIS;52036;ANCUYA;NARI�O;A;OFICIAL;MANANA;14;54,92;49,71;51;54,78;50,07;8,13;7,21;9,4;6,63;7,65;20162
106518;INSTITUCION EDUCATIVA AGROPECUARIA LA FLORESTA;52720;SAPUYES;NARI�O;A;OFICIAL;MANANA;10;53;49,4;50,3;52,5;48;11,02;15,45;11,59;11,72;16,3;20162
106526;SEDE # 1 DOS QUEBRADAS;52835;TUMACO;NARI�O;A;OFICIAL;MANANA;30;38,9;32,9;34,7;37;40,33;5,21;6,56;5,44;5,11;4,55;20162
106534;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;52356;IPIALES;NARI�O;A;OFICIAL;TARDE;31;52,7;51,29;50,35;53,8;52,32;6,81;8,56;8,33;6,49;8,55;20162
106542;INSTITUCION EDUCATIVA BAJO SINAI;52560;POTOSI;NARI�O;A;OFICIAL;MANANA;13;57,84;56,76;54,84;61,61;57,69;5,84;7,58;5,38;5,67;6,82;20162
106583;INSTITUTO SAN JUAN BOSCO;52227;CUMBAL;NARI�O;A;OFICIAL;MANANA;104;52,14;49,69;48,89;53,36;50,57;7,83;8,79;8,75;6,85;7,52;20162
106591;LICEO FRANCISCO DE PAULA SANTANDER;50226;CUMARAL;META;A;NO OFICIAL;FIN DE SEMANA;28;46,78;43,64;45;45,92;45,89;7,51;9,94;7,93;8,89;8,44;20162
106617;I.E. SAN JOS� - SDE PRINCIPAL;73001;IBAGUE;TOLIMA;A;OFICIAL;MANANA;74;51,87;48,21;50,35;51,55;50,08;7,38;10,12;9,51;7,59;9,94;20162
106625;BTO DE ADULTOS UNAD;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;NOCTURNA;102;53,94;49,72;52,83;51,94;53,38;8,36;10,53;8,85;7,9;11,55;20162
106666;CENT EDUC DIST NUEVO CHILE;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;NOCTURNA;40;46,65;43,05;43,72;47,15;47,25;6,2;7,42;7,49;7,57;7,22;20162
106674;COL PSICOPEDAG AMERICANO DEL SUR;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;3;56,66;54;57;53,33;54,66;8,08;2;7,21;5,03;12,09;20162
106682;LIC  ALBERTO DIAZ MU�OZ;5088;BELLO;ANTIOQUIA;A;OFICIAL;FIN DE SEMANA;54;47,05;44,01;44,24;43,85;44,53;7,9;8,32;8,36;7,1;6,4;20162
106690;INSTITUCION EDUCATIVA TECNICA MARIA AUXILIADORA;52320;GUAITARILLA;NARI�O;A;OFICIAL;MANANA;25;54,72;55,76;54,6;57,08;49,36;6,03;9,57;7,08;7,42;7,64;20162
106708;COLEGIO DE BACHILLERATO DEL LITORAL  CODEBOL LTDA - SEDE PRINCIPAL;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;37;44;40,83;41,67;44,43;43,86;10,25;8,45;8,95;7,68;8,1;20162
106716;CAMARA JUNIOR;63001;ARMENIA;QUINDIO;A;OFICIAL;MANANA;116;52,61;50,3;49,53;51,68;52,86;8,51;9,25;9,02;8,08;11,02;20162
106724;COLEGIO DE ADULTOS POR CICLOS INTEGRADOS GIMNASIO DEL NORTE;19698;SANTANDER DE QUILICHAO;CAUCA;A;NO OFICIAL;FIN DE SEMANA;23;43,39;39,78;42;44,17;45,17;7,62;9,48;8,38;8,31;8,61;20162
106732;IE SAN ISIDRO - SEDE PRINCIPAL;27073;BAGADO;CHOCO;A;OFICIAL;MANANA;11;41,54;36,54;37,72;39,45;50;8,72;7,14;10,63;4,41;6,26;20162
106757;INST EDUC SAGRADO CORAZON DE JESUS;47551;PIVIJAY;MAGDALENA;A;OFICIAL;TARDE;16;45,93;41,56;40,18;44,81;44,68;9,16;13,5;6,55;8,81;5,05;20162
106765;INST EDU INST MISTRATO;66456;MISTRATO;RISARALDA;A;OFICIAL;NOCTURNA;12;39,58;35,5;38,66;40,66;40,58;7,69;9,33;6,31;6,41;7,66;20162
106773;COLEGIO NUESTRA SE�ORA DE FATIMA - SEDE PRINCIPAL;68370;JORDAN;SANTANDER;A;OFICIAL;MANANA;12;57,33;63,16;54,5;60,91;57;7,96;7,35;9,91;5,23;8,3;20162
106781;ELIMINAR ESTA;8758;SOLEDAD;ATLANTICO;A;NO OFICIAL;NOCTURNA;11;46,27;43,27;45,18;49,09;44,81;8,45;10,58;9,65;7,82;8,63;20162
106799;QUILCACE (sede principal);19256;EL TAMBO;CAUCA;A;OFICIAL;MANANA;15;44,13;43;48,8;49,8;60,46;6,71;4,67;7,85;6,15;5,08;20162
106807;I.E. SAN ANDRES - SEDE PRINCIPAL;73236;DOLORES;TOLIMA;A;OFICIAL;MANANA;16;47,12;48;47,68;50,06;46,43;7,99;9,59;7,56;6,49;6,43;20162
106815;LIC MODERNO;76520;PALMIRA;VALLE;A;NO OFICIAL;FIN DE SEMANA;8;48,5;42,75;43,25;47,62;46,12;5,92;6,96;7,74;6,94;8,65;20162
106831;INST EDUC JONH F KENNEDY;70708;SAN MARCOS;SUCRE;A;OFICIAL;TARDE;47;49,08;46,46;47,78;49,65;47,27;7,56;9,36;7,75;7,23;8,23;20162
106864;INSTITUCION EDUCATIVA DEL CARIBE DE SOLEDAD;8758;SOLEDAD;ATLANTICO;A;NO OFICIAL;MANANA;4;45,75;40;40,75;43;46,5;5,73;6,32;10,14;7,39;7,41;20162
106872;LICEO COLOMBO IRLANDES;76001;CALI;VALLE;A;NO OFICIAL;MANANA;16;57,25;54,37;52,68;56,93;54,93;8,56;5,36;6,55;5,9;8,84;20162
106898;LUCILA PIRAGAUTA;85001;YOPAL;CASANARE;A;OFICIAL;MANANA;100;54,94;54,58;51,63;54,86;52,85;8,2;9,83;8,98;8,61;8,91;20162
106914;INSTITUCION EDUCATIVA PEDRO ESTRADA;5360;ITAGUI;ANTIOQUIA;A;OFICIAL;MANANA;96;54,32;51,07;51,17;52,47;51,3;9,89;11,21;9,75;8,05;10,67;20162
106963;INSTITUCION EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES;15759;SOGAMOSO;BOYACA;A;OFICIAL;TARDE;43;53,48;53,44;51,93;56,18;54,72;7,66;10,54;8,97;6,6;8,96;20162
106971;I.E. TOQUILLA - SEDE PRINCIPAL;15047;AQUITANIA;BOYACA;A;OFICIAL;MANANA;11;47,63;48;48,72;53;42,63;7,91;9,32;9,31;5,15;7,13;20162
106989;GIMN MIX MANUEL DEL SOCORRO RODRIGUEZ;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;27;60,96;60,33;62,07;63,81;65,03;7,92;7,64;7,93;5,77;9,75;20162
106997;I.E.T. PUERTO SERVIEZ  - SEDE PRINCIPAL;15572;PUERTO BOYACA;BOYACA;A;OFICIAL;MANANA;40;46,52;41,95;41,87;45,52;43,35;8,34;8,62;8,37;7,21;7,91;20162
107003;I.E. AGROINDUSTRIAL LA PRADERA - SEDE PRINCIPAL;15238;DUITAMA;BOYACA;A;OFICIAL;MANANA;12;52,75;55,58;48,83;55,75;54,33;6,32;10,13;7,94;6,18;9;20162
107011;IE EL RODEO;23417;LORICA;CORDOBA;A;OFICIAL;MANANA;85;45,48;41,43;43,23;44,71;41,83;8,51;8,86;9,18;7,9;7,21;20162
107029;COL ALMIRANTE COLON  - CERETE;23162;CERETE;CORDOBA;A;NO OFICIAL;MANANA;20;58,35;54,3;54,8;54,75;54,45;8,6;8,51;10,13;10,59;9,69;20162
107037;COL. MPAL CATALINO GULFO;23855;VALENCIA;CORDOBA;A;OFICIAL;TARDE;53;49,94;47,24;47,73;50,45;46,33;7,39;9,97;9,89;9,32;9,03;20162
107045;COL SAN FCO DE ASIS DE FE Y ALEGRIA;23189;CIENAGA DE ORO;CORDOBA;A;OFICIAL;TARDE;35;49,57;49,77;45,88;51,68;47,02;7,38;8,48;8,8;7,27;9,1;20162
107052;INST.EDUC. LA ESPERANZA;23555;PLANETA RICA;CORDOBA;A;OFICIAL;TARDE;29;48,03;46,51;46,72;48,17;46,72;8,99;9,87;8,4;7,46;6,94;20162
107078;IE JOSE ANTONIO GALAN - SEDE PRINCIPAL;15572;PUERTO BOYACA;BOYACA;A;OFICIAL;TARDE;109;52,42;50,1;49,74;51;49,5;8,13;9,82;9,99;8,22;9,08;20162
107086;INST. EDU. NUESTRA SE�ORA DEL CARMEN;20011;AGUACHICA;CESAR;A;OFICIAL;TARDE;71;48,26;45,73;43,07;46,97;45,21;7,38;10,04;8,64;7,76;7,32;20162
107094;INSTITUCION EDUCATIVA SAN MART�N DE TOURS;15759;SOGAMOSO;BOYACA;A;OFICIAL;MANANA;15;49,53;44,6;46,8;48,6;45,4;8,33;10,6;11,96;9,88;7,68;20162
107110;COLEGIO  EL SANTUARIO;68167;CHARALA;SANTANDER;A;OFICIAL;FIN DE SEMANA;11;47,09;50,18;46,63;51;43,27;6,84;10,05;9,29;7,37;5,98;20162
107128;COLEGIO INTEGRADO NUESTRA SE�ORA DE LA PAZ;68092;BETULIA;SANTANDER;A;OFICIAL;MANANA;43;49,76;48,3;46,95;49,9;46,09;8,57;9,6;8,86;9,68;7,72;20162
107144;CENT DE EDUC DE ADULTOS CULTURAL - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;NOCTURNA;99;47,28;44,08;46,04;47,25;45,15;8,23;9,19;9,78;7,83;9,15;20162
107151;INSTITUCI�N EDUCATIVA RANCHO GRANDE;23001;MONTERIA;CORDOBA;A;OFICIAL;TARDE;140;50,05;51,55;47,18;52,32;50,68;7,73;10,66;9,66;8,59;9,12;20162
107169;IE MANUEL E RIVAS LOBON - SEDE PRINCIPAL;27450;MEDIO SAN JUAN;CHOCO;A;OFICIAL;MANANA;24;43,2;37,95;41,25;42,45;40,58;6,27;7,82;8,06;7,05;5,94;20162
107193;IE LA PRESENTACION - SEDE PRINCIPAL;27615;RIOSUCIO;CHOCO;A;OFICIAL;MANANA;28;48,71;43,75;42,82;41,5;43,89;8,65;9,36;8,92;8,39;8,12;20162
107201;I.E. FAGUA - SEDE PRINCIPAL;25175;CHIA;CUNDINAMARCA;A;OFICIAL;TARDE;52;53,8;52,75;53,28;54,8;55,82;8,49;8,92;9,05;7,13;11,33;20162
107219;COLEGIO DIST. LOS ROSALES (ANT. C.E.B. # 206);8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;51;51,96;48,49;45,41;49,98;47,8;7,01;7,57;8,02;6,76;8,45;20162
107227;CENT EDUC AURES;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;16;52,87;48,25;50,12;46,75;54,12;10,29;11,84;9,01;9,34;13,5;20162
107235;CENT EDUC DIST ANTONIO VAN UDEN;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;MANANA;101;51,78;53,1;51,61;53,45;54,21;7,64;8,57;9,72;6,75;8,34;20162
107243;CENT EDUC DIST ANTONIO VAN UDEN;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;TARDE;70;52,17;51,41;49,28;52,77;50,71;8,09;10,34;9,87;7,76;10,73;20162
107250;CENT EDUC DIST CALASANZ (BUENAVISTA);11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;COMPLETA;78;58,58;59,85;56,89;59,08;57,7;6,52;7,31;8,47;6,63;8,47;20162
107276;CENT EDUC DIST ALVARO GOMEZ HURTADO;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;MANANA;85;53,31;51,18;53,24;54,55;55,78;8,79;9,14;8,69;7,61;9,23;20162
107284;CENT EDUC DIST SAN JOSE NORTE;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;MANANA;24;61,66;62,37;63,33;64,2;58,75;7,35;9,95;7,91;5,7;10,09;20162
107292;CENT EDUC DIST BAS Y MEDIA VILLA RICA;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;MANANA;59;54,71;55,89;53,81;57,61;60,61;7,03;8,76;8,87;6,32;8,12;20162
107300;GIMNASIO CAMPESTRE LA CUMBRE - SEDE PRINCIPAL;25175;CHIA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;23;57,82;57,08;57,82;58,82;68,21;7,18;8,87;9,29;7,36;6,61;20162
107318;I.E. PANFILO CANTILLO MENDOZA - SEDE PRINCIPAL;8137;CAMPO DE LA CRUZ;ATLANTICO;A;OFICIAL;MANANA;40;44,57;46,2;40,45;44,15;42,7;7,99;8,12;6,92;6,78;5,41;20162
107326;INSTITUCION EDUCATIVA MARIA MANCILLA SANCHEZ;8573;PUERTO COLOMBIA;ATLANTICO;A;OFICIAL;MANANA;109;47,8;44,9;44,38;47,12;47,71;7,82;10,81;8,95;8,53;8,76;20162
107334;INSTITUCION EDUCATIVA MARIA AUXILIADORA;8296;GALAPA;ATLANTICO;A;OFICIAL;MANANA;134;50,65;48,2;48,02;51,58;47,71;7,37;9,6;8,19;7,19;8,32;20162
107359;COLEGIO BOLIVARIANO - SEDE PRINCIPAL;15176;CHIQUINQUIRA;BOYACA;A;NO OFICIAL;NOCTURNA;68;47,64;46,89;44,95;46,86;44,64;7,65;8,91;9,29;7,24;7,57;20162
107367;INSTITUCION EDUCATIVA NI�O JESUS DE PRAGA;8549;PIOJO;ATLANTICO;A;OFICIAL;MANANA;21;41,85;37,85;39,42;43,23;41,95;6,44;8,6;6,78;6,79;4,89;20162
107383;INSTITUTO LUIS SANCHEZ PORTO;8758;SOLEDAD;ATLANTICO;A;NO OFICIAL;MANANA;35;52,85;49,68;50,02;50,97;52,37;6,45;7,97;8,38;9,14;9,35;20162
107391;INSTITUCION EDUCATIVA DISTRITAL NUESTRA SE�ORA DEL ROSARIO;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;35;55,48;52,8;54,02;56,42;55,6;9,81;8,39;9,6;7,69;11,39;20162
107409;INSTITUCION EDUCATIVA SAN PEDRO CLAVER DE CASCAJAL;8638;SABANALARGA;ATLANTICO;A;OFICIAL;MANANA;36;43,08;38,88;39,52;43,27;43,55;6,93;8,85;7,57;9,05;7,97;20162
107417;I.E. GABRIELA MISTRAL - SEDE PRINCIPAL;13244;EL CARMEN DE BOLIVAR;BOLIVAR;A;OFICIAL;MANANA;67;48,04;44,55;44,56;49,17;44,65;6,91;7,98;7,52;7,17;7,24;20162
107425;COLEGIO SURAMERICANO - SEDE PRINCIPAL;13836;TURBACO;BOLIVAR;A;NO OFICIAL;MANANA;7;56,71;54,57;54,14;53,42;51,71;9,6;9,3;8,33;9,27;10,85;20162
107458;INST. EDUC. DIST. LUZ DEL CARIBE (ANT. C.E.B. # 173);8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;32;53,03;53,4;51,43;52,37;53,25;7,79;9,78;7,11;7,01;7,67;20162
107466;COL. BILINGUE DE CARTAGENA;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;14;61;60,35;61,35;59,71;74,14;6,26;9,93;8,5;5,67;4,6;20162
107474;COLEGIO DISTRITAL JUAN JOSE RONDON;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;51;53,29;51,78;50,17;50,66;56,25;10,86;11,43;10,33;9,47;9,89;20162
107482;INST. EDUC. DIST. JOSE MARTI;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;71;52,63;55,32;50,22;53,87;52;7,54;7,81;9,49;8,59;8,73;20162
107490;INST. EDUC. DIST. NUESTRA SE�ORA DE LAS NIEVES;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;62;52,56;50,11;49,37;51,66;50,3;7,9;10,47;9,32;8,55;8,22;20162
107516;I.E.T. ECOLOGICA EMMA CECILIA ARNOLD IETEECA - SEDE PRINCIPAL;13244;EL CARMEN DE BOLIVAR;BOLIVAR;A;NO OFICIAL;COMPLETA;34;47,85;43,47;44,44;45,32;46,58;8,17;9,36;8,09;6,3;7,31;20162
107524;INSTITUCION EDUCATIVA SANTA MARIA;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;100;50,18;45,72;46,45;49,31;46,93;9,41;10,55;9,77;8,61;9,94;20162
107532;INSTITUCION EDUCATIVA RAFAEL NU?EZ;13001;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;72;49,27;47,06;47,05;47,41;46,62;8,34;10,11;10,21;8,24;8,1;20162
107540;GIMNASIO CERVANTES DE CARTAGENA;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;87;60,1;57,13;58,1;58,47;61,98;7,7;8,9;8,86;8,64;10,6;20162
107557;I.E. FRANCISCO DE PAULA SANTANDER - BARRIO SUR - SEDE PRINCIPAL;13140;CALAMAR;BOLIVAR;A;OFICIAL;MANANA;64;44,95;42,6;41,4;44,28;43,15;9,19;8,82;8,96;7,7;7,3;20162
107565;INSTITUCION EDUCATIVA SANTA MARIA;13001;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;81;49,28;47,9;45,25;45,67;45,2;8,39;7,63;9,37;7,05;7,06;20162
107573;INSTITUCION EDUCATIVA CASD MANUELA BELTRAN;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;73;50,08;47,75;47,06;50,24;48,79;6,82;7,74;8,49;7,23;8,57;20162
107599;INSTITUCION EDUCATIVA DEPARTAMENTAL RAFAEL POMBO;25758;SOPO;CUNDINAMARCA;A;OFICIAL;MANANA;52;57,32;56,5;57,61;58,09;56,78;8,44;8,08;8,4;6,8;9,44;20162
107607;I.E. FONQUETA - SEDE PRINCIPAL;25175;CHIA;CUNDINAMARCA;A;OFICIAL;MANANA;72;53,8;53,01;52,79;53,76;53,63;8,17;9,62;9,03;7,67;8,35;20162
107615;I.E. SAN JOS� MAR�A ESCRIVA DE BALAGUER - SEDE PRINCIPAL;25175;CHIA;CUNDINAMARCA;A;OFICIAL;MANANA;114;58,03;58,76;59;59,52;60,39;7,37;8,95;8,32;7,39;8,58;20162
